08/30/2016 02:05:39 PM n_total 10 n_fib 10, n_fob 0, n_fsc 0
08/30/2016 02:54:03 PM n_total 131276 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:04 PM n_total 131404 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:05 PM n_total 131532 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:06 PM n_total 131660 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:07 PM n_total 131788 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:08 PM n_total 131916 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:09 PM n_total 132044 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:10 PM n_total 132172 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:11 PM n_total 132300 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:12 PM n_total 132428 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:13 PM n_total 132556 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:14 PM n_total 132684 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:15 PM n_total 132812 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:16 PM n_total 132940 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:17 PM n_total 133068 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:18 PM n_total 133196 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:19 PM n_total 133324 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:20 PM n_total 133452 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:21 PM n_total 133580 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:22 PM n_total 133708 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:23 PM n_total 133836 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:24 PM n_total 133964 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:25 PM n_total 134092 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:26 PM n_total 134220 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:27 PM n_total 134348 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:28 PM n_total 134476 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:29 PM n_total 134604 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:30 PM n_total 134732 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:31 PM n_total 134860 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:32 PM n_total 134988 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:33 PM n_total 135116 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:34 PM n_total 135244 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:35 PM n_total 135372 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:36 PM n_total 135500 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:37 PM n_total 135628 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:38 PM n_total 135756 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:39 PM n_total 135884 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:40 PM n_total 136012 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:41 PM n_total 136140 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:42 PM n_total 136268 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:43 PM n_total 136396 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:44 PM n_total 136524 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:45 PM n_total 136652 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:46 PM n_total 136780 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:47 PM n_total 136908 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:48 PM n_total 137036 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:49 PM n_total 137164 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:50 PM n_total 137292 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:51 PM n_total 137420 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:52 PM n_total 137548 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:53 PM n_total 137676 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:54 PM n_total 137804 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:55 PM n_total 137932 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:56 PM n_total 138060 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:57 PM n_total 138188 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:58 PM n_total 138316 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:54:59 PM n_total 138444 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:00 PM n_total 138572 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:01 PM n_total 138700 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:02 PM n_total 138828 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:03 PM n_total 138956 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:04 PM n_total 139084 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:05 PM n_total 139212 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:06 PM n_total 139340 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:07 PM n_total 139468 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:08 PM n_total 139596 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:09 PM n_total 139724 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:10 PM n_total 139852 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:11 PM n_total 139980 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:12 PM n_total 140108 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:13 PM n_total 140236 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:14 PM n_total 140364 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:15 PM n_total 140492 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:16 PM n_total 140620 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:17 PM n_total 140748 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:18 PM n_total 140876 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:19 PM n_total 141004 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:20 PM n_total 141132 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:21 PM n_total 141260 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:22 PM n_total 141388 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:23 PM n_total 141541 n_fib 0, n_fob 128, n_fsc 25
08/30/2016 02:55:25 PM n_total 141669 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:26 PM n_total 141797 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:27 PM n_total 141925 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:28 PM n_total 142053 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:29 PM n_total 142181 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:30 PM n_total 142309 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:31 PM n_total 142437 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:32 PM n_total 142565 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:33 PM n_total 142693 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:34 PM n_total 142821 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:35 PM n_total 142949 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:36 PM n_total 143077 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:37 PM n_total 143205 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:38 PM n_total 143486 n_fib 0, n_fob 128, n_fsc 153
08/30/2016 02:55:40 PM n_total 143614 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:41 PM n_total 143742 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:42 PM n_total 143870 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:43 PM n_total 143998 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:44 PM n_total 144279 n_fib 0, n_fob 128, n_fsc 153
08/30/2016 02:55:46 PM n_total 144407 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:47 PM n_total 144535 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:48 PM n_total 144663 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:49 PM n_total 144791 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:50 PM n_total 144919 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:51 PM n_total 145047 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:52 PM n_total 145175 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:53 PM n_total 145328 n_fib 0, n_fob 128, n_fsc 25
08/30/2016 02:55:55 PM n_total 145456 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:56 PM n_total 145584 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:57 PM n_total 145712 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:58 PM n_total 145840 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:55:59 PM n_total 145993 n_fib 0, n_fob 128, n_fsc 25
08/30/2016 02:56:01 PM n_total 146121 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:02 PM n_total 146249 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:03 PM n_total 146377 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:04 PM n_total 146505 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:05 PM n_total 146633 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:06 PM n_total 146761 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:07 PM n_total 146889 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:08 PM n_total 147017 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:09 PM n_total 147145 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:10 PM n_total 147273 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:11 PM n_total 147401 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:12 PM n_total 147529 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:13 PM n_total 147657 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:14 PM n_total 147938 n_fib 0, n_fob 128, n_fsc 153
08/30/2016 02:56:16 PM n_total 148066 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:17 PM n_total 148194 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:18 PM n_total 148322 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:19 PM n_total 148450 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:20 PM n_total 148578 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:21 PM n_total 148706 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:22 PM n_total 148834 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:23 PM n_total 148962 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:24 PM n_total 149090 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:25 PM n_total 149218 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:26 PM n_total 149346 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:27 PM n_total 149474 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:28 PM n_total 149602 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:29 PM n_total 149755 n_fib 0, n_fob 128, n_fsc 25
08/30/2016 02:56:31 PM n_total 149883 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:32 PM n_total 150011 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:33 PM n_total 150139 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:34 PM n_total 150267 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:35 PM n_total 150395 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:36 PM n_total 150523 n_fib 0, n_fob 0, n_fsc 128
08/30/2016 02:56:37 PM n_total 150651 n_fib 0, n_fob 0, n_fsc 128
